embedding_X,embedding_Y,cluster,short_name,variety,missingness,heterozygosity
0.45619816,3.8415325,1,1000409,,0.05986261040235525,0.013013013013013013
0.46898094,3.825718,1,1000651,,0.05789990186457311,0.013013013013013013
0.47025684,3.8212192,1,1000688,,0.06182531894013739,0.012012012012012012
0.47588193,3.8167617,1,1000490,,0.05789990186457311,0.014014014014014014
0.48298246,3.8256352,1,1000483,,0.053974484789008834,0.015015015015015015
0.46637806,3.8381956,1,1000415,,0.04808635917566242,0.016016016016016016
0.54665834,3.7839456,1,1000836,,0.052011776251226695,0.018018018018018018
0.5240753,3.8131166,1,1000461,,0.05103042198233562,0.17717717717717718
0.63020265,3.734378,1,1000563,,0.052011776251226695,0.11811811811811812
0.6676537,3.7402616,1,1000864,,0.05691854759568204,0.32232232232232233
0.63849735,3.7671793,1,1000954,,0.06280667320902845,0.39039039039039036
0.7342369,3.7404952,1,1000866,,0.04808635917566242,0.3883883883883884
0.7218273,3.7316918,1,1000416,,0.04808635917566242,0.35735735735735735
1.4021451,3.750347,1,1000840,,0.047105004906771344,0.6546546546546547
1.191775,3.8648424,1,1000862,,0.058881256133464184,0.1841841841841842
1.2076095,3.672874,1,1000907,,0.04906771344455348,0.5225225225225225
0.85724676,3.7296429,1,1000914,,0.05299313052011776,0.2982982982982983
1.25037,3.6911373,1,1000916,,0.06575073601570167,0.6296296296296297
1.0209517,3.731664,1,1000943,,0.045142296368989206,0.5555555555555556
1.3833735,3.6951976,1,1000464,,0.040235525024533855,0.7267267267267268
1.3221556,3.7576501,1,1000512,,0.040235525024533855,0.5015015015015015
1.2975007,3.7573588,1,1000929,,0.06280667320902845,0.5265265265265265
1.3836846,3.7560391,1,1000626,,0.050049067713444556,0.44844844844844844
0.93208534,3.7439787,1,1000670,,0.03532875368007851,0.6316316316316316
1.3748151,3.73421,1,1000766,,0.052011776251226695,0.7547547547547547
1.3765702,3.7155433,1,1000768,,0.04317958783120707,0.7607607607607607
1.3598977,3.675227,1,1000772,,0.04416094210009813,0.7717717717717718
1.375628,3.7091587,1,1000770,,0.06967615309126594,0.7127127127127127
1.378407,3.6690643,1,1000828,,0.08145240431795878,0.7247247247247247
20.655497,2.7893944,2,1000044,,0.052011776251226695,0.22322322322322322
20.663733,2.8283951,2,1000043,,0.047105004906771344,0.2852852852852853
21.522064,4.810076,3,1000055,,0.05986261040235525,0.011011011011011011
21.481678,4.7470818,3,1000003,,0.0549558390578999,0.011011011011011011
21.514603,4.741896,3,1000062,,0.07556427870461237,0.03303303303303303
21.523087,4.789641,3,1000099,,0.04808635917566242,0.03003003003003003
21.682173,4.8750978,3,1000006,,0.04317958783120707,0.04604604604604605
21.746656,4.938691,3,1000257,,0.05691854759568204,0.05305305305305305
21.660269,4.9115467,3,1000258,,0.05299313052011776,0.04904904904904905
21.673176,4.8832054,3,1000007,,0.04808635917566242,0.04804804804804805
22.144007,5.4705033,3,1000234,,0.05789990186457311,0.012012012012012012
21.854994,5.5143013,3,1000143,,0.05299313052011776,0.044044044044044044
21.902824,5.52136,3,1000242,,0.05299313052011776,0.03803803803803804
21.7519,5.0668592,3,1000183,,0.05593719332679097,0.03303303303303303
22.067137,5.4390235,3,1000141,,0.04906771344455348,0.02702702702702703
22.064125,5.4281626,3,1000199,,0.05789990186457311,0.02702702702702703
22.15935,5.464573,3,1000249,,0.05691854759568204,0.02002002002002002
21.829296,5.508073,3,1000195,,0.04808635917566242,0.057057057057057055
21.839111,5.4810753,3,1000197,,0.052011776251226695,0.05805805805805806
22.131168,5.4671726,3,1000243,,0.050049067713444556,0.023023023023023025
21.835976,5.508315,3,1000225,,0.05789990186457311,0.05905905905905906
21.702425,4.9855995,3,1000230,,0.05593719332679097,0.026026026026026026
21.919802,5.2679744,3,1000213,,0.0647693817468106,0.05305305305305305
22.107492,5.454251,3,1000182,,0.05103042198233562,0.03803803803803804
22.162792,5.483664,3,1000198,,0.05789990186457311,0.035035035035035036
21.57956,5.4523644,3,1000212,,0.06378802747791953,0.02902902902902903
21.452705,5.3790054,3,1000161,,0.04808635917566242,0.04004004004004004
20.640871,4.699143,3,1000210,,0.02649656526005888,0.34234234234234234
22.1694,5.4921427,3,1000186,,0.050049067713444556,0.02702702702702703
22.130547,5.48802,3,1000163,,0.052011776251226695,0.025025025025025027
21.806952,5.456195,3,1000185,,0.04906771344455348,0.05005005005005005
22.11443,5.4507604,3,1000232,,0.04906771344455348,0.04104104104104104
21.657682,4.989108,3,1000226,,0.05593719332679097,0.042042042042042045
21.838047,5.175696,3,1000202,,0.052011776251226695,0.06006006006006006
21.882093,5.525266,3,1000246,,0.04808635917566242,0.05005005005005005
21.754332,5.466765,3,1000244,,0.050049067713444556,0.05905905905905906
21.83129,5.4436817,3,1000208,,0.04906771344455348,0.055055055055055056
21.502464,5.425484,3,1000211,,0.05789990186457311,0.04904904904904905
20.584457,4.6286144,3,1000891,,0.03042198233562316,0.3353353353353353
21.759956,5.105422,3,1000209,,0.05103042198233562,0.07307307307307308
22.207472,5.5004234,3,1000248,,0.04906771344455348,0.05805805805805806
21.64973,4.999885,3,1000181,,0.04612365063788027,0.08708708708708708
21.437696,5.365582,3,1000228,,0.05789990186457311,0.07307307307307308
20.795147,4.8388557,3,1000135,,0.033366045142296366,0.34434434434434436
20.608835,4.679987,3,1000145,,0.02845927379784102,0.3963963963963964
20.803509,4.855088,3,1000137,,0.03532875368007851,0.3433433433433433
21.382818,5.298549,3,1000201,,0.03532875368007851,0.11511511511511512
21.480715,4.957941,3,1000187,,0.02845927379784102,0.16816816816816818
20.829296,4.8737383,3,1000159,,0.02845927379784102,0.34134134134134136
21.815712,5.299687,3,1000156,,0.03140333660451423,0.23023023023023023
21.758093,5.2262397,3,1000165,,0.03042198233562316,0.24124124124124124
21.26336,5.263602,3,1000533,,0.02551521099116781,0.2992992992992993
21.234566,5.1832395,3,1000142,,0.033366045142296366,0.2992992992992993
21.270317,4.950149,3,1000158,,0.0323846908734053,0.3173173173173173
21.262943,4.9190216,3,1000214,,0.02845927379784102,0.33933933933933935
20.844496,4.8680654,3,1000157,,0.0323846908734053,0.4394394394394394
21.075792,4.936102,3,1000116,,0.03042198233562316,0.33933933933933935
21.094255,4.9260015,3,1000229,,0.03042198233562316,0.34934934934934936
20.965258,4.84545,3,1000188,,0.02649656526005888,0.42742742742742745
20.014435,1.5759459,2,1000657,,0.04906771344455348,0.013013013013013013
19.999529,1.5836143,2,1000721,,0.052011776251226695,0.03303303303303303
20.016796,1.6089119,2,1000613,,0.053974484789008834,0.028028028028028028
20.016073,1.6091096,2,1000652,,0.04808635917566242,0.03003003003003003
20.002247,1.5906754,2,1000684,,0.045142296368989206,0.013013013013013013
20.019073,1.6081976,2,1000810,,0.045142296368989206,0.018018018018018018
19.997852,1.5847508,2,1000809,,0.03925417075564279,0.015015015015015015
20.036602,1.6336211,2,1000818,,0.050049067713444556,0.042042042042042045
19.978073,1.5642092,2,1000773,,0.05299313052011776,0.03203203203203203
19.964134,1.5559621,2,1000835,,0.04906771344455348,0.03203203203203203
19.99471,1.5926353,2,1000859,,0.03925417075564279,0.022022022022022022
20.019136,1.6043441,2,1000373,,0.052011776251226695,0.04804804804804805
20.381376,2.3941798,2,1000798,,0.04317958783120707,0.19519519519519518
20.033464,1.624905,2,1000746,,0.04612365063788027,0.06106106106106106
20.04808,1.6308107,2,1000332,,0.04317958783120707,0.05105105105105105
20.027178,1.6276555,2,1000618,,0.04612365063788027,0.03203203203203203
20.421947,2.6997204,2,1000353,,0.04121687929342493,0.3073073073073073
20.136843,1.7649387,2,1000741,,0.042198233562315994,0.17117117117117117
20.427626,2.6868608,2,1000324,,0.042198233562315994,0.3163163163163163
20.393436,2.7112665,2,1000349,,0.03729146221786065,0.3153153153153153
20.197123,1.95609,2,1000707,,0.02747791952894995,0.1991991991991992
20.038527,1.6984879,2,1000705,,0.0323846908734053,0.17417417417417416
20.332876,2.739976,2,1000184,,0.050049067713444556,0.32932932932932935
20.422533,2.6600704,2,1000327,,0.04121687929342493,0.31931931931931934
20.396662,2.7471032,2,1000347,,0.04121687929342493,0.4084084084084084
20.510435,2.537827,2,1000326,,0.047105004906771344,0.33733733733733734
20.484493,2.605165,2,1000829,,0.04317958783120707,0.2962962962962963
20.493029,2.5111084,2,1000351,,0.04612365063788027,0.32232232232232233
20.501263,2.5040493,2,1000189,,0.052011776251226695,0.32432432432432434
20.526167,2.4885268,2,1000372,,0.03631010794896958,0.3063063063063063
20.443892,2.6514661,2,1000724,,0.02551521099116781,0.42542542542542544
20.521788,2.5635774,2,1000378,,0.04121687929342493,0.37537537537537535
20.398222,2.4677393,2,1000796,,0.02551521099116781,0.5245245245245245
21.287287,4.952627,3,1000815,,0.04317958783120707,0.35535535535535534
20.800194,4.8416514,3,1000890,,0.03434739941118744,0.33733733733733734
21.129421,5.1963043,3,1000901,,0.052011776251226695,0.044044044044044044
20.725687,4.799687,3,1000906,,0.03729146221786065,0.3843843843843844
20.64689,4.7256804,3,1000910,,0.03042198233562316,0.43743743743743746
20.523146,4.558169,3,1000958,,0.04121687929342493,0.46346346346346345
20.472126,4.5768156,3,1000385,,0.02551521099116781,0.3303303303303303
20.535141,4.7023125,3,1000439,,0.02551521099116781,0.7347347347347347
20.833525,4.896259,3,1000467,,0.042198233562315994,0.2802802802802803
20.602482,4.6802025,3,1000506,,0.02453385672227674,0.6216216216216216
12.596395,4.3004174,4,1000588,,0.0323846908734053,0.7147147147147147
21.21654,5.2074685,3,1000593,,0.0323846908734053,0.44844844844844844
20.49113,2.5930238,2,1000635,,0.02845927379784102,0.5555555555555556
20.471518,2.57558,2,1000637,,0.02747791952894995,0.5615615615615616
20.419334,2.8320768,2,1000678,,0.02551521099116781,0.4294294294294294
6.3425117,10.280779,5,1000081,,0.06280667320902845,0.3953953953953954
6.3376474,10.29041,5,1000082,,0.05593719332679097,0.3983983983983984
7.5039706,9.728315,5,1000231,,0.06182531894013739,0.4924924924924925
7.4502044,9.771688,5,1000235,,0.07360157016683022,0.4824824824824825
9.408106,9.733857,5,1000010,,0.09421000981354269,0.05105105105105105
9.408599,9.700826,5,1000011,,0.0971540726202159,0.055055055055055056
8.776056,9.545739,5,1000012,,0.10598626104023552,0.037037037037037035
8.795769,9.576543,5,1000013,,0.08930323846908735,0.023023023023023025
7.412998,9.3709755,5,1000015,,0.0775269872423945,0.09009009009009009
7.3852024,9.415882,5,1000014,,0.0745829244357213,0.1011011011011011
7.0108075,10.536223,5,1000093,,0.06182531894013739,0.08708708708708708
7.00938,10.542178,5,1000094,,0.06182531894013739,0.2062062062062062
7.0301437,10.553929,5,1000071,,0.06673209028459273,0.014014014014014014
7.023188,9.570601,5,1000098,,0.08537782139352307,0.018018018018018018
7.0052557,9.633556,5,1000097,,0.058881256133464184,0.01701701701701702
9.832849,9.815753,5,1000016,,0.08047105004906771,0.026026026026026026
9.802021,9.803883,5,1000089,,0.09322865554465162,0.026026026026026026
9.829679,9.850648,5,1000090,,0.0775269872423945,0.014014014014014014
9.804836,9.828464,5,1000017,,0.08439646712463199,0.01701701701701702
6.4734178,11.218217,5,1000025,,0.06967615309126594,0.018018018018018018
6.4691677,11.224077,5,1000024,,0.06575073601570167,0.016016016016016016
5.882594,11.890558,5,1000033,,0.053974484789008834,0.4444444444444444
5.9578896,11.727062,5,1000032,,0.05691854759568204,0.46146146146146144
9.771688,9.772915,5,1000074,,0.0745829244357213,0.016016016016016016
9.722444,9.7458935,5,1000037,,0.07948969578017664,0.02002002002002002
9.77256,9.736608,5,1000036,,0.07850834151128558,0.023023023023023025
7.256587,9.110827,5,1000079,,0.08832188420019627,0.01701701701701702
7.2649446,9.106121,5,1000080,,0.0873405299313052,0.018018018018018018
7.0479116,9.687267,5,1000045,,0.09126594700686948,0.03403403403403404
7.1075044,9.630001,5,1000046,,0.08635917566241413,0.03003003003003003
4.9111595,14.399783,5,1000383,,0.06673209028459273,0.009009009009009009
5.00415,14.350204,5,1000582,,0.06280667320902845,0.004004004004004004
5.018687,14.25719,5,1000004,,0.06084396467124632,0.022022022022022022
5.544509,14.421971,5,1000985,,0.07262021589793916,0.08808808808808809
5.5254626,14.395938,5,1000207,,0.06673209028459273,0.12512512512512514
5.2865915,13.886564,5,1000064,,0.05789990186457311,0.1111111111111111
5.795277,12.368018,5,1000312,,0.058881256133464184,0.4264264264264264
5.178953,13.969621,5,1000728,,0.05593719332679097,0.23023023023023023
5.5498457,13.167391,5,1000279,,0.06575073601570167,0.3383383383383383
5.541089,14.2683935,5,1000492,,0.053974484789008834,0.46346346346346345
5.399996,12.332672,5,1000458,,0.050049067713444556,0.6186186186186187
5.841385,12.122341,5,1000460,,0.04612365063788027,0.6766766766766766
5.5853715,12.244781,5,1000702,,0.05103042198233562,0.6686686686686687
5.6646504,12.53058,5,1000878,,0.047105004906771344,0.6586586586586587
4.8594275,14.446648,5,1000281,,0.07654563297350343,0.01001001001001001
5.057459,14.272127,5,1000606,,0.06084396467124632,0.009009009009009009
5.0620484,14.1921015,5,1000063,,0.053974484789008834,0.01901901901901902
5.63811,14.174791,5,1000418,,0.05299313052011776,0.24024024024024024
5.6633153,13.098651,5,1000220,,0.06182531894013739,0.35135135135135137
5.03572,14.090538,5,1000265,,0.06378802747791953,0.11311311311311312
5.554502,14.35861,5,1000066,,0.06378802747791953,0.2062062062062062
5.3732257,13.696703,5,1000654,,0.0549558390578999,0.21121121121121122
5.3333435,13.720036,5,1000633,,0.04612365063788027,0.25825825825825827
5.4524927,13.006622,5,1000625,,0.05103042198233562,0.4644644644644645
5.537816,13.28284,5,1000564,,0.05691854759568204,0.5255255255255256
5.708729,12.666204,5,1000615,,0.04612365063788027,0.5245245245245245
5.7107058,12.274187,5,1000474,,0.04416094210009813,0.6506506506506506
4.999634,14.3003025,5,1000255,,0.06967615309126594,0.008008008008008008
5.0156016,14.278233,5,1000173,,0.07065750736015702,0.01001001001001001
5.4833503,14.445665,5,1000399,,0.06378802747791953,0.02902902902902903
5.378304,14.403757,5,1000050,,0.06869479882237488,0.056056056056056056
5.223019,14.233672,5,1000179,,0.06771344455348381,0.14014014014014015
4.987369,14.138392,5,1000479,,0.045142296368989206,0.06606606606606606
5.4566293,14.280912,5,1000628,,0.05103042198233562,0.18618618618618618
5.2869115,13.862589,5,1000388,,0.05299313052011776,0.1881881881881882
5.330315,12.914191,5,1000240,,0.053974484789008834,0.4084084084084084
5.561355,12.792289,5,1000238,,0.052011776251226695,0.5185185185185185
5.7318106,12.650105,5,1000292,,0.05691854759568204,0.47347347347347346
5.5146246,12.72171,5,1000429,,0.05299313052011776,0.6086086086086087
5.5226507,12.92876,5,1000463,,0.03631010794896958,0.5475475475475475
5.551396,12.584722,5,1000631,,0.042198233562315994,0.6166166166166166
4.8427806,14.489219,5,1000151,,0.07948969578017664,0.014014014014014014
4.9669485,14.34991,5,1000898,,0.06575073601570167,0.006006006006006006
4.9152937,14.472522,5,1000342,,0.06575073601570167,0.011011011011011011
5.207453,14.05294,5,1000603,,0.05986261040235525,0.021021021021021023
5.7291102,12.976305,5,1000299,,0.058881256133464184,0.3533533533533533
5.5522184,14.444719,5,1000205,,0.058881256133464184,0.14214214214214213
5.4202332,13.606005,5,1000848,,0.05986261040235525,0.2722722722722723
5.3059006,14.01053,5,1000497,,0.05299313052011776,0.1891891891891892
5.4975185,13.565544,5,1000634,,0.04416094210009813,0.24424424424424424
5.1729527,13.872274,5,1001010,,0.06280667320902845,0.3253253253253253
5.359257,12.9369545,5,1000993,,0.05789990186457311,0.4994994994994995
5.4900265,12.90848,5,1000448,,0.04906771344455348,0.4974974974974975
5.520528,12.829126,5,1000502,,0.040235525024533855,0.5555555555555556
5.6018014,12.568253,5,1000489,,0.04808635917566242,0.6426426426426426
4.8920155,14.418842,5,1000269,,0.07262021589793916,0.01001001001001001
4.8586764,14.445974,5,1000986,,0.07850834151128558,0.011011011011011011
5.068002,14.288942,5,1000510,,0.05691854759568204,0.009009009009009009
5.335207,14.403183,5,1000049,,0.06378802747791953,0.07307307307307308
5.4456916,12.791358,5,1000371,,0.05299313052011776,0.37037037037037035
5.011697,14.24749,5,1000263,,0.0745829244357213,0.12012012012012012
5.426508,13.636536,5,1000278,,0.05986261040235525,0.24824824824824826
5.30034,13.7579565,5,1000256,,0.06378802747791953,0.26226226226226224
5.453232,13.566272,5,1000685,,0.04612365063788027,0.24624624624624625
5.5362887,13.523107,5,1000499,,0.05593719332679097,0.4244244244244244
5.4632993,13.480102,5,1000454,,0.04808635917566242,0.37737737737737737
5.4662066,12.625218,5,1000272,,0.04121687929342493,0.5485485485485485
5.624173,12.367512,5,1000393,,0.04121687929342493,0.6606606606606606
5.7543564,12.303112,5,1000802,,0.047105004906771344,0.6836836836836837
4.9523764,14.378775,5,1000177,,0.06869479882237488,0.008008008008008008
4.946336,14.428467,5,1000171,,0.06673209028459273,0.008008008008008008
5.094765,14.359074,5,1000419,,0.06673209028459273,0.02902902902902903
5.088423,14.115194,5,1000661,,0.06378802747791953,0.04104104104104104
5.7069535,13.016378,5,1000273,,0.06084396467124632,0.37737737737737737
5.266623,13.906884,5,1000065,,0.06182531894013739,0.11211211211211211
5.545721,14.4006195,5,1000127,,0.05789990186457311,0.1871871871871872
4.9873934,14.073365,5,1000386,,0.058881256133464184,0.2902902902902903
5.430832,13.572093,5,1000297,,0.06182531894013739,0.3763763763763764
5.600801,13.326129,5,1000343,,0.047105004906771344,0.37237237237237236
5.502315,13.338146,5,1000346,,0.052011776251226695,0.45145145145145144
5.8479276,12.4085865,5,1000486,,0.04416094210009813,0.5935935935935935
5.761452,12.518903,5,1000853,,0.0647693817468106,0.6296296296296297
5.567113,12.858975,5,1000720,,0.040235525024533855,0.6276276276276276
6.647591,9.91445,5,1000057,,0.06575073601570167,0.1941941941941942
6.650092,9.906422,5,1000056,,0.06378802747791953,0.1991991991991992
7.2571726,9.8833685,5,1000059,,0.07654563297350343,0.04004004004004004
7.296218,9.874073,5,1000058,,0.08635917566241413,0.07407407407407407
7.291251,9.92606,5,1000310,,0.05986261040235525,0.23523523523523523
6.4253874,10.190707,5,1000061,,0.07065750736015702,0.3963963963963964
6.4929514,10.1975765,5,1000060,,0.058881256133464184,0.3993993993993994
6.8239565,9.910386,5,1000130,,0.08341511285574092,0.026026026026026026
6.7782564,9.924488,5,1000132,,0.07850834151128558,0.044044044044044044
6.738786,9.935878,5,1000233,,0.07850834151128558,0.06506506506506507
9.11833,10.064892,5,1000218,,0.04906771344455348,0.2782782782782783
7.0124183,10.516935,5,1000216,,0.050049067713444556,0.5095095095095095
9.132633,9.555228,5,1000437,,0.06869479882237488,0.34634634634634637
9.169417,9.58479,5,1000303,,0.08145240431795878,0.3913913913913914
9.237737,9.583787,5,1000305,,0.06967615309126594,0.40540540540540543
9.115672,9.539725,5,1000568,,0.06378802747791953,0.38538538538538536
7.1741357,7.7607822,5,1000107,,0.06869479882237488,0.3003003003003003
7.3451953,8.093755,5,1000538,,0.06673209028459273,0.4314314314314314
7.183615,7.69521,5,1000356,,0.04612365063788027,0.43243243243243246
7.3473554,7.7158427,5,1000699,,0.0647693817468106,0.4724724724724725
7.2851443,7.2861648,5,1000763,,0.09126594700686948,0.01901901901901902
7.204064,7.739941,5,1000106,,0.06869479882237488,0.2132132132132132
7.4047265,7.78012,5,1000462,,0.06182531894013739,0.38238238238238237
7.334921,8.000167,5,1000754,,0.06280667320902845,0.44844844844844844
7.3843827,7.5678954,5,1000340,,0.05691854759568204,0.3263263263263263
7.2284904,7.6427364,5,1000722,,0.05691854759568204,0.46546546546546547
7.2754917,7.255531,5,1000379,,0.08930323846908735,0.02002002002002002
7.2539134,7.620913,5,1000110,,0.06084396467124632,0.25825825825825827
7.238256,7.3862486,5,1000374,,0.05789990186457311,0.25225225225225223
7.2519608,7.557421,5,1000549,,0.06575073601570167,0.3833833833833834
7.283077,7.8935404,5,1000325,,0.04808635917566242,0.4894894894894895
7.414097,7.7801986,5,1000508,,0.04612365063788027,0.5065065065065065
7.2932663,7.2762456,5,1000759,,0.07654563297350343,0.018018018018018018
7.2570634,7.280713,5,1000102,,0.06869479882237488,0.1841841841841842
7.306632,7.949439,5,1000573,,0.0647693817468106,0.34134134134134136
7.5008183,7.7718015,5,1000133,,0.05299313052011776,0.5625625625625625
7.479991,7.7178187,5,1000365,,0.042198233562315994,0.3843843843843844
7.3902926,8.0229025,5,1000307,,0.058881256133464184,0.5415415415415415
7.287405,7.2504478,5,1000761,,0.07850834151128558,0.018018018018018018
7.249207,7.3300624,5,1000504,,0.06575073601570167,0.23623623623623624
7.2387877,7.269812,5,1000397,,0.05986261040235525,0.2992992992992993
7.24908,7.3616586,5,1000331,,0.06771344455348381,0.3123123123123123
7.280117,7.742581,5,1000638,,0.0647693817468106,0.4194194194194194
7.3703322,7.7590775,5,1000636,,0.04317958783120707,0.5075075075075075
7.2216244,7.2997193,5,1000450,,0.06967615309126594,0.12112112112112113
7.530489,7.7646546,5,1000268,,0.04416094210009813,0.44344344344344344
7.4025526,8.081879,5,1000104,,0.04808635917566242,0.46146146146146144
7.23252,7.3615236,5,1000531,,0.052011776251226695,0.34134134134134136
7.2321186,7.544954,5,1000333,,0.05593719332679097,0.4064064064064064
7.345751,8.025554,5,1000148,,0.06378802747791953,0.5625625625625625
7.492607,9.757976,5,1000245,,0.06280667320902845,0.4894894894894895
6.6555657,9.952439,5,1000086,,0.04612365063788027,0.46046046046046046
6.616911,9.920104,5,1000085,,0.04612365063788027,0.4774774774774775
6.364835,10.806557,5,1000078,,0.10402355250245339,0.3793793793793794
6.304321,10.815716,5,1000077,,0.0549558390578999,0.4314314314314314
7.7044888,9.804003,5,1000103,,0.04612365063788027,0.7947947947947948
5.6239653,11.855971,5,1000164,,0.04416094210009813,0.6906906906906907
5.740414,12.228874,5,1000501,,0.052011776251226695,0.47847847847847846
6.144935,11.556987,5,1000509,,0.03140333660451423,0.8018018018018018
6.302376,11.496537,5,1000513,,0.06084396467124632,0.46046046046046046
7.379623,9.9541025,5,1000517,,0.05691854759568204,0.7897897897897898
7.284028,9.204089,5,1000518,,0.053974484789008834,0.2172172172172172
9.048284,10.407435,5,1000523,,0.058881256133464184,0.022022022022022022
9.069475,10.38706,5,1000547,,0.04906771344455348,0.11611611611611612
5.7830853,12.148211,5,1000529,,0.04317958783120707,0.6706706706706707
7.6283283,7.8999968,5,1000534,,0.03925417075564279,0.5755755755755756
6.1653132,10.085102,5,1000536,,0.047105004906771344,0.6806806806806807
6.4977202,11.968123,5,1000384,,0.04808635917566242,0.4044044044044044
6.544887,11.922343,5,1000166,,0.05593719332679097,0.46846846846846846
6.4621515,11.873273,5,1000336,,0.05103042198233562,0.5495495495495496
6.641115,11.819988,5,1000695,,0.04612365063788027,0.6566566566566566
6.3133006,11.933612,5,1000196,,0.04906771344455348,0.6336336336336337
6.5876703,11.916502,5,1000377,,0.05691854759568204,0.4004004004004004
5.812523,11.484495,5,1000540,,0.04317958783120707,0.5585585585585585
6.4052763,11.446355,5,1000557,,0.04808635917566242,0.6406406406406406
6.0288777,12.259419,5,1000561,,0.053974484789008834,0.37237237237237236
8.145251,9.681721,5,1000562,,0.06673209028459273,0.47647647647647645
7.8738546,9.508288,5,1000569,,0.05593719332679097,0.5715715715715716
7.1724615,10.118209,5,1000579,,0.052011776251226695,0.4184184184184184
7.1287003,10.00594,5,1000586,,0.06771344455348381,0.5005005005005005
8.260166,9.622687,5,1000609,,0.053974484789008834,0.6026026026026026
5.7346168,12.954166,5,1000382,,0.04906771344455348,0.3933933933933934
5.7884874,12.775974,5,1000168,,0.06084396467124632,0.4964964964964965
6.0227294,10.240678,5,1000612,,0.042198233562315994,0.6476476476476476
7.4098606,8.264853,5,1000617,,0.12855740922473013,0.5645645645645646
9.58634,9.876236,5,1000623,,0.03729146221786065,0.44544544544544545
7.063688,2.1327064,6,1000644,,0.05103042198233562,0.42742742742742745
7.033854,2.1963623,6,1000643,,0.052011776251226695,0.47347347347347346
7.019642,2.2528155,6,1000854,,0.053974484789008834,0.5555555555555556
7.0602922,2.165542,6,1000925,,0.05299313052011776,0.5375375375375375
7.005977,2.2456913,6,1000944,,0.0549558390578999,0.6046046046046046
5.747171,12.449567,5,1000658,,0.05789990186457311,0.3833833833833834
6.5970407,11.805292,5,1000671,,0.06378802747791953,0.6626626626626627
9.188859,9.662193,5,1000673,,0.1393523061825319,0.3233233233233233
7.4434867,7.9842777,5,1000677,,0.09519136408243375,0.41541541541541543
8.835933,10.199624,5,1000191,,0.05103042198233562,0.5415415415415415
6.6021724,11.800188,5,1000726,,0.06084396467124632,0.6366366366366366
6.662612,11.826196,5,1000679,,0.052011776251226695,0.6596596596596597
7.51116,8.87052,5,1000683,,0.05691854759568204,0.5575575575575575
6.994454,2.2466748,6,1000686,,0.04416094210009813,0.5955955955955956
7.1695886,1.9708546,6,1000691,,0.053974484789008834,0.5265265265265265
6.504274,11.561154,5,1000696,,0.06084396467124632,0.5905905905905906
